Entity,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-29 years old (%),30-34 years old (%),50-69 years old (%),15-49 years old (%),70+ years old (%),All ages (%),Age-standardized (%),Prevalence in males (%),Prevalence in females (%),Prevalence - Depressive disorders
East Asia,1995,0.318712594,0.317521686,0.094083418,3.162328881,1.15731501,3.521350127,1.100891834,0.910126373,2.295357234,3.123060553,3.29035726,3.52976663,6.959654709,3.591368135,7.979117656,3.426291307,3.521350127,2.681720066,4.371437531,43357276.35
East Asia,1996,0.319151905,0.317921989,0.095666568,3.184179671,1.154345857,3.502067536,1.116170482,0.906367156,2.259944404,3.053209814,3.226527431,3.488213122,6.953689347,3.564370018,7.985731535,3.439862323,3.502067536,2.675270238,4.33803708,43845731.82
East Asia,1997,0.319615412,0.318311569,0.097568349,3.227818339,1.146323071,3.479544992,1.135799368,0.903200342,2.22034339,2.973430117,3.155108498,3.439042597,6.933067842,3.530761073,7.999996698,3.45277771,3.479544992,2.667874569,4.299013727,44313153
East Asia,1998,0.320100789,0.318699113,0.099657673,3.278341794,1.134716435,3.45565252,1.155807873,0.900362095,2.182144109,2.892309348,3.083504405,3.384930597,6.908858857,3.497278788,8.014268074,3.466652453,3.45565252,2.659851112,4.257763768,44786919.41
East Asia,1999,0.320596954,0.319092483,0.101821621,3.32060793,1.122400085,3.433636309,1.172158415,0.897288495,2.147778146,2.815791747,3.02070077,3.334169061,6.87231314,3.460081395,8.023947398,3.486695958,3.433636309,2.651273135,4.220951013,45335223.99
East Asia,2000,0.321083429,0.319484539,0.104053648,3.33959894,1.110926024,3.416455089,1.180548659,0.897432509,2.121977907,2.754996144,2.975767749,3.294663625,6.854769817,3.433899933,8.016871674,3.512434236,3.416455089,2.643820641,4.192263306,45954921.75
East Asia,2001,0.321671698,0.319989309,0.106252648,3.330598721,1.099041521,3.403973008,1.180573159,0.899569585,2.10353567,2.707922965,2.939444283,3.264225533,6.839701929,3.408066594,7.997531865,3.5455286,3.403973008,2.637826678,4.171261405,46652909.99
East Asia,2002,0.322419143,0.320644789,0.108860077,3.304978672,1.085250471,3.393934467,1.17659883,0.905643156,2.091302357,2.664593228,2.906433989,3.23619198,6.82489972,3.381498517,7.971299739,3.582784323,3.393934467,2.633196099,4.153515982,47379188.42
East Asia,2003,0.323242542,0.321340068,0.11153914,3.271589415,1.070734011,3.385722727,1.171421639,0.911010876,2.081920389,2.625972912,2.876039318,3.21107142,6.803298415,3.356487109,7.94760284,3.621159568,3.385722727,2.629338538,4.138477573,48115544.96
East Asia,2004,0.324017685,0.321945107,0.114431336,3.239326797,1.057510692,3.379186412,1.167746246,0.916038383,2.073777245,2.592952949,2.848432045,3.191199289,6.791245384,3.335617467,7.932736353,3.661766666,3.379186412,2.626551752,4.126089439,48897308.3
East Asia,2005,0.32459387,0.322288596,0.117286087,3.217479418,1.047929449,3.372685131,1.168093519,0.917249668,2.06458582,2.566626538,2.82641487,3.174031034,6.780092723,3.320395044,7.922455088,3.700364206,3.372685131,2.622627185,4.115176635,49682395.69
East Asia,2006,0.325172161,0.322486294,0.120274885,3.204781203,1.040444062,3.372083374,1.176792011,0.916087907,2.05275561,2.548118049,2.808939483,3.158208116,6.806039908,3.314403524,7.950522891,3.745835165,3.372083374,2.620983629,4.11413837,50571510.31
East Asia,2007,0.325969478,0.322716544,0.123398385,3.193305327,1.03452912,3.379455798,1.193277568,0.911961673,2.042362903,2.533830426,2.793318197,3.142594493,6.869358138,3.319041751,8.0214057,3.800847461,3.379455798,2.624285671,4.12399373,51581158.27
East Asia,2008,0.326877159,0.322923504,0.12675205,3.182151584,1.030006652,3.389661385,1.212634,0.906919442,2.032181281,2.52184127,2.782416989,3.126724337,6.95128184,3.331717635,8.10737904,3.859580103,3.389661385,2.628778577,4.138378531,52640992.59
East Asia,2009,0.327772813,0.323063173,0.130229539,3.170561108,1.028438393,3.396890977,1.229806247,0.90294318,2.021674482,2.5127682,2.771491786,3.110723609,7.035073257,3.34744457,8.174738676,3.916850526,3.396890977,2.63188063,4.148540487,53688669.86
East Asia,2010,0.328521982,0.323070627,0.133649435,3.158106067,1.029106419,3.396639569,1.23963328,0.899397682,2.012385735,2.504057108,2.7629052,3.095620008,7.079741574,3.363149696,8.200146875,3.964066415,3.396639569,2.630148931,4.148657619,54610466.77
East Asia,2011,0.329209199,0.32298528,0.137091708,3.144331928,1.032634081,3.390217554,1.243575618,0.896371299,2.004004371,2.495358717,2.755011443,3.084998972,7.097041818,3.375414141,8.188109384,4.004154685,3.390217554,2.625174621,4.140014763,55429583.46
East Asia,2012,0.330001173,0.322881258,0.140575487,3.129285317,1.038970103,3.381353795,1.246597865,0.892933173,1.995737322,2.488362063,2.74836782,3.075961577,7.09571597,3.383576418,8.160910235,4.040901225,3.381353795,2.618207155,4.128722216,56199643
East Asia,2013,0.330893009,0.32276831,0.144349691,3.113010214,1.047598067,3.370226025,1.248496191,0.888708853,1.987489918,2.482658409,2.745899145,3.068524646,7.078655486,3.386214493,8.11565705,4.073227214,3.370226025,2.609741328,4.11468041,56933479.7
East Asia,2014,0.331871897,0.322666528,0.147953371,3.095679989,1.058784363,3.356563384,1.248939569,0.883779231,1.979406919,2.478023841,2.745814573,3.062620399,7.051424673,3.384780443,8.054247597,4.100477286,3.356563384,2.59983114,4.097459949,57618920.55
East Asia,2015,0.332906785,0.322567622,0.151682679,3.077758375,1.072774954,3.340808453,1.247431554,0.879719064,1.972952868,2.475415847,2.747174656,3.060357997,7.010354206,3.380015969,7.976878782,4.123355968,3.340808453,2.588088516,4.07760018,58209985.69
East Asia,2016,0.334014096,0.322500884,0.155560715,3.059655398,1.088911537,3.322680789,1.243633053,0.874282536,1.967750206,2.475708773,2.74984141,3.058601196,6.959825986,3.372235316,7.884336823,4.138177608,3.322680789,2.5751587,4.054011649,58703786.91
East Asia,2017,0.335179635,0.322459768,0.159511064,3.041393916,1.107723892,3.302016651,1.237430753,0.870466021,1.963175932,2.477053223,2.752339504,3.059311759,6.8995969089999996,3.363874038,7.771822392,4.142900598,3.302016651,2.560341604,4.027178477,59115298.48
Eastern Europe,1990,0.191346497,0.67466531,0.206195955,2.929183274,0.795368403,3.941907062,4.882419687,1.041430492,2.71229388,3.79631919,4.108627946,4.345041386,6.996842353,4.235770274,8.940976744,4.407162732,3.941907062,3.141380521,4.51998541,9569766.592
Eastern Europe,1991,0.191147669,0.674623365,0.203871934,2.931709212,0.803833984,3.965425411,4.927785426,1.045244936,2.738368514,3.843024144,4.148633532,4.373160365,7.045517003,4.260444299,8.974769959,4.446571602,3.965425411,3.166662663,4.546358286,9684141.368
Eastern Europe,1992,0.190901748,0.674595954,0.201314757,2.933550519,0.813070201,3.985724885,4.97350258,1.048799397,2.760693647,3.887763798,4.187236327,4.400242482,7.094030902,4.29034084,9.001196396,4.487998101,3.985724885,3.189777526,4.568457671,9790090.607
Eastern Europe,1993,0.190624276,0.67462643,0.198757071,2.935130353,0.822735975,4.003646022,5.016793081,1.051009885,2.778524247,3.925436312,4.221605792,4.429091482,7.152066994,4.325986773,9.022523588,4.526977595,4.003646022,3.21174553,4.585053998,9869231.732
Eastern Europe,1994,0.190332801,0.674720459,0.196109898,2.936288418,0.832261677,4.018494881,5.055304128,1.051591313,2.79517141,3.957204002,4.251669367,4.453045744,7.206251283,4.36146518,9.03373794,4.56269294,4.018494881,3.231428474,4.596699323,9920691.057
Eastern Europe,1995,0.190040623,0.674840178,0.193319801,2.936742182,0.841802737,4.029205384,5.087411363,1.051582094,2.805457399,3.982182934,4.276263951,4.477018228,7.24230963,4.394537731,9.02797459,4.594499073,4.029205384,3.249334244,4.60152278,9956283.029
Eastern Europe,1996,0.189556511,0.674957705,0.189789118,2.93523883,0.853355728,4.038044382,5.130872494,1.050388904,2.813199247,4.004357849,4.301670981,4.502547041,7.263345748,4.422747187,9.001662746,4.628869138,4.038044382,3.268215859,4.602607328,9997629.916
Eastern Europe,1997,0.188817346,0.675077121,0.185175105,2.931695786,0.867581434,4.046517572,5.19207454,1.04931384,2.821773241,4.029554976,4.330199985,4.532714073,7.257720435,4.44437292,8.960088788,4.670127973,4.046517572,3.289424085,4.602010517,10055396.39
Eastern Europe,1998,0.188027984,0.675215027,0.180803966,2.92769077,0.882033571,4.053004111,5.254047327,1.048241128,2.826668725,4.052428384,4.35808448,4.561530667,7.241870727,4.459819679,8.909965179,4.710271776,4.053004111,3.309019727,4.598772467,10112414.47
Eastern Europe,1999,0.187401207,0.675378402,0.177383214,2.9244371240000002,0.894032702,4.056212515,5.30013813,1.04717973,2.829649795,4.066489403,4.377653619,4.583069761,7.209069556,4.465969756,8.856703256,4.747031776,4.056212515,3.324015411,4.593550415,10156440.35
Eastern Europe,2000,0.187152224,0.67556462,0.176164427,2.923304918,0.901069823,4.053151763,5.314025693,1.04607084,2.827696785,4.070770976,4.385732121,4.592719811,7.162851238,4.462434332,8.812137171,4.7757038530000004,4.053151763,3.329671383,4.584389574,10174439.38
Eastern Europe,2001,0.187244669,0.675771269,0.176776894,2.924572692,0.905380409,4.041872264,5.284729053,1.044469957,2.820570673,4.062778597,4.380339302,4.588906163,7.116262872,4.447658695,8.758497772,4.794563944,4.041872264,3.32332573,4.57059753,10168348.7
Eastern Europe,2002,0.18748075,0.676022187,0.178292761,2.927350776,0.909663618,4.022680894,5.225138891,1.042734224,2.807869604,4.048559596,4.369768834,4.576041252,7.066980322,4.424414648,8.707331204,4.804217858,4.022680894,3.307401362,4.550769002,10140568.92
Eastern Europe,2003,0.187816559,0.676327977,0.180237941,2.931032916,0.913652654,4.000407277,5.153223623,1.040890659,2.793444733,4.028733124,4.357573367,4.561978761,7.00371467,4.401399326,8.6478723,4.80388177,4.000407277,3.286565863,4.528082207,10090072.2
Eastern Europe,2004,0.188210964,0.676653056,0.182550736,2.934481552,0.916846617,3.977633962,5.088147865,1.039931985,2.777594525,4.006374324,4.343122131,4.545502507,6.942123784,4.379345782,8.591381697,4.799112321,3.977633962,3.264457081,4.505356783,10030342.93
Eastern Europe,2005,0.188624046,0.676968982,0.184816359,2.936768113,0.919359285,3.9578641980000002,5.049520426,1.037908613,2.76341132,3.98593483,4.329935702,4.534271059,6.878534377,4.362208652,8.545014183,4.796029254,3.9578641980000002,3.246127454,4.484399105,9971524.557
Eastern Europe,2006,0.1894073,0.67729136,0.187765308,2.938433828,0.92171585,3.933751266,5.061528305,1.037327738,2.746985332,3.956613727,4.308117643,4.515313732,6.804321297,4.342264258,8.491173917,4.786722881,3.933751266,3.227571181,4.455940559,9900917.555
Eastern Europe,2007,0.190714561,0.677632089,0.191563344,2.940448108,0.924845904,3.901434419,5.117585053,1.035537579,2.727614375,3.912939324,4.275203134,4.486091945,6.717485061,4.316404045,8.42506496,4.767370143,3.901434419,3.204288527,4.417211907,9818040.933
Eastern Europe,2008,0.192200307,0.677997839,0.195909723,2.942821117,0.927424805,3.868528081,5.187564671,1.033846586,2.708956711,3.867283422,4.236847795,4.452733689,6.62060138,4.290243191,8.355160209,4.739813265,3.868528081,3.180512898,4.376749437,9724821.868
Eastern Europe,2009,0.193516567,0.678340916,0.199789876,2.944870053,0.929252712,3.841210786,5.24251619,1.032358524,2.69261865,3.827642276,4.204539449,4.426525633,6.538654798,4.268575644,8.293676762,4.714770914,3.841210786,3.160213772,4.343900445,9644474.935
Eastern Europe,2010,0.194316352,0.678625544,0.202995523,2.946124503,0.929937138,3.825210238,5.253996244,1.03142136,2.683751241,3.805592104,4.186459245,4.410543917,6.486586262,4.258124326,8.259635172,4.702373014,3.825210238,3.146493841,4.327003899,9595365.308
Eastern Europe,2011,0.194737944,0.678860537,0.205397183,2.946531727,0.927717887,3.816950285,5.227938739,1.030512292,2.679044921,3.79566907,4.180172556,4.404706865,6.460075695,4.257858716,8.241969156,4.698698659,3.816950285,3.136693109,4.322017406,9568314.835
Eastern Europe,2012,0.195146234,0.679077472,0.207656141,2.946396474,0.922244516,3.808728314,5.188778592,1.028705533,2.674498679,3.786993255,4.175214269,4.398548205,6.449855065,4.259467786,8.227548399,4.695375791,3.808728314,3.127622576,4.317365,9548816.515
Eastern Europe,2013,0.195529825,0.679323068,0.209889357,2.946231857,0.913283601,3.802583103,5.133391802,1.027236122,2.67021938,3.78158431,4.172527672,4.396821738,6.455088325,4.262900657,8.220011472,4.690240689,3.802583103,3.118903984,4.315593677,9528891.343
Eastern Europe,2014,0.195872789,0.679590504,0.21198955,2.945871448,0.901514156,3.798952054,5.060646709,1.026461969,2.667419712,3.777510647,4.171086945,4.397989815,6.470145182,4.270205953,8.217068458,4.686303096,3.798952054,3.112478148,4.316422991,9511935.723
Eastern Europe,2015,0.196169012,0.679882102,0.213882569,2.945350807,0.887287892,3.797919266,4.969887339,1.026070381,2.667351083,3.779296138,4.173722178,4.402972983,6.494304113,4.282000008,8.211357268,4.684948722,3.797919266,3.106972996,4.321284865,9497416.741
Eastern Europe,2016,0.196408397,0.68018085,0.215673485,2.944617378,0.870801665,3.799274468,4.860103693,1.026084037,2.66860711,3.78698321,4.17814067,4.409406721,6.513648556,4.296434997,8.200112089,4.686679976,3.799274468,3.102586962,4.329959329,9485265.522
Eastern Europe,2017,0.196569842,0.6804422,0.217028838,2.943489546,0.852236872,3.802439326,4.72985955,1.027313974,2.671840247,3.796969181,4.18623159,4.415430862,6.527357969,4.311725593,8.177673249,4.694464885,3.802439326,3.09851625,4.342516197,9482998.865
Eastern Sub-Saharan Africa,1990,0.157197047,0.615690285,0.098231201,3.580414233,0.487127522,3.932780785,1.545891718,1.525253903,3.369606129,3.755336704,3.974148153,4.228597725,7.181993912,4.116957124,8.469484836,2.69167557,3.932780785,3.325342529,4.520084402,5098680.475
Eastern Sub-Saharan Africa,1991,0.15719907,0.61577576999999994,0.097405164,3.583129168,0.48958128,3.937626115,1.548528529,1.525889703,3.379049025,3.768917711,3.980776412,4.23186006,7.186189778,4.122011815,8.490216252,2.697105222,3.937626115,3.32774142,4.5279717,5241324.447
Eastern Sub-Saharan Africa,1992,0.157183142,0.615857917,0.09673241,3.584511624,0.491778942,3.940754554,1.551207004,1.528218598,3.386287244,3.775556463,3.980090748,4.229258348,7.192167552,4.123747028,8.509095233,2.701426766,3.940754554,3.327803223,4.534781968,5383109.581
Eastern Sub-Saharan Africa,1993,0.157164836,0.615955433,0.096112921,3.585455893,0.492869246,3.942275915,1.54696057,1.528670379,3.39167133,3.78112007,3.978936255,4.227255837,7.19389333,4.123397581,8.52585744,2.704958836,3.942275915,3.329607592,4.537030363,5498433.813
Eastern Sub-Saharan Africa,1994,0.157163192,0.616115368,0.095687348,3.586973069,0.493687282,3.945368581,1.542343442,1.531391085,3.396017573,3.791104659,3.980623537,4.226734041,7.196493408,4.124686079,8.541608186,2.708776451,3.945368581,3.332427404,4.540435632,5625041.283
Eastern Sub-Saharan Africa,1995,0.157171364,0.616298144,0.095494299,3.588155473,0.494658404,3.950025606,1.544211295,1.535906929,3.404228154,3.798390302,3.983285797,4.227266639,7.204972463,4.12694882,8.552297702,2.712919879,3.950025606,3.334166482,4.547512316,5794283.198
Eastern Sub-Saharan Africa,1996,0.157137573,0.616516147,0.095465806,3.588615936,0.495812025,3.954387441,1.547466476,1.54196389,3.407209271,3.794440974,3.976977471,4.219651783,7.219206519,4.124709272,8.567875289,2.716400378,3.954387441,3.337243948,4.553007628,5974862.042
Eastern Sub-Saharan Africa,1997,0.157051336,0.616821458,0.095528923,3.589102189,0.497284655,3.957271976,1.550000489,1.546973702,3.402694015,3.777679003,3.959811231,4.205602417,7.23888735,4.114819683,8.594262345,2.716790851,3.957271976,3.341836967,4.55409312,6154738.68
Eastern Sub-Saharan Africa,1998,0.156961146,0.617164424,0.095627329,3.58939386,0.498516016,3.958234949,1.549402282,1.551592318,3.396512613,3.752640273,3.938833582,4.184786242,7.257454948,4.101306585,8.618271044,2.715478844,3.958234949,3.347303946,4.550757227,6314274.549
Eastern Sub-Saharan Africa,1999,0.156914373,0.617502821,0.095817927,3.589757852,0.499517287,3.957936244,1.54806067,1.554611671,3.388905947,3.731080462,3.918281188,4.168410691,7.273143602,4.08913322,8.640834769,2.713277912,3.957936244,3.351608777,4.545852313,6467594.904
Eastern Sub-Saharan Africa,2000,0.156952299,0.617757921,0.096099436,3.590115749,0.499585378,3.955937365,1.546790328,1.557184817,3.387369678,3.716334975,3.90661635,4.15713541,7.277865793,4.082394766,8.651802613,2.710926344,3.955937365,3.351704101,4.541320215,6627516.374
Eastern Sub-Saharan Africa,2001,0.157132662,0.618009045,0.096511285,3.590339712,0.498673783,3.953401617,1.545638579,1.560745106,3.387546799,3.70849528,3.899059754,4.150113948,7.267975019,4.075045533,8.652754262,2.709739913,3.953401617,3.350721418,4.536447796,6801092.233
Eastern Sub-Saharan Africa,2002,0.157444338,0.618342977,0.09712625,3.590523517,0.497145254,3.94940643,1.544567109,1.563168265,3.387402375,3.701081268,3.890993714,4.143796471,7.254009791,4.06718984,8.650686366,2.707735276,3.94940643,3.349661139,4.528605015,6981761.522
Eastern Sub-Saharan Africa,2003,0.157822942,0.618718308,0.097909969,3.590942777,0.49562048,3.943864613,1.543762085,1.565367001,3.386959231,3.691984599,3.882524652,4.134957138,7.234360769,4.058634859,8.646369461,2.70524137,3.943864613,3.347388006,4.518765126,7165024.505
Eastern Sub-Saharan Africa,2004,0.158202732,0.619092267,0.09871526,3.591734011,0.494259237,3.937481158,1.543150826,1.566489269,3.386952602,3.682051716,3.87412715,4.127402219,7.210470216,4.050424526,8.642761945,2.7029058,3.937481158,3.345344294,4.507033269,7346265.861
Eastern Sub-Saharan Africa,2005,0.15851984,0.619413964,0.09957167,3.593113944,0.493670375,3.930122554,1.543347106,1.567513679,3.384905833,3.672571366,3.864684527,4.116023488,7.185802933,4.041134746,8.639813091,2.700560474,3.930122554,3.342594829,4.494055955,7533488.283
Eastern Sub-Saharan Africa,2006,0.158861203,0.61976784,0.100450744,3.594946971,0.49412783,3.917613228,1.550365461,1.560847651,3.369961611,3.659790104,3.847360146,4.096846579,7.160619488,4.024972465,8.63436376,2.694797918,3.917613228,3.33577333,4.474825741,7718495.207
Eastern Sub-Saharan Africa,2007,0.159317847,0.620230784,0.10147461,3.597016534,0.49513189,3.898706605,1.566097745,1.545579212,3.339122088,3.640895435,3.823319173,4.070243818,7.127006281,3.999426466,8.624278806,2.68425281,3.898706605,3.325732413,4.446150105,7893529.411
Eastern Sub-Saharan Africa,2008,0.159825505,0.620742501,0.102711196,3.599440009,0.496195569,3.877632213,1.584676573,1.528680277,3.302399222,3.619071612,3.798387807,4.037864939,7.088142392,3.970688318,8.61391827,2.672963154,3.877632213,3.314089224,4.414746071,8071273.423
Eastern Sub-Saharan Africa,2009,0.160315498,0.621228337,0.104054768,3.602160046,0.497465461,3.859252249,1.600458619,1.512943716,3.269222861,3.602844116,3.776034801,4.011109299,7.052293633,3.946171201,8.60191926,2.665679316,3.859252249,3.304138659,4.387053419,8266306.628
Eastern Sub-Saharan Africa,2010,0.160720219,0.621603323,0.105321792,3.605134004,0.498621123,3.847481586,1.607955931,1.506500722,3.252317947,3.590354277,3.764728119,3.995570696,7.021766318,3.932512416,8.59272369,2.666673358,3.847481586,3.296812724,4.369801571,8487972.495
Eastern Sub-Saharan Africa,2011,0.161071963,0.621905514,0.106579824,3.608637852,0.499802776,3.841161501,1.609199647,1.506950721,3.245386082,3.58475992,3.759466211,3.988479286,7.005467335,3.926475989,8.58384774,2.674425503,3.841161501,3.292433697,4.36037135,8739958.991
Eastern Sub-Saharan Africa,2012,0.161445194,0.622226694,0.107971573,3.612962492,0.501138548,3.835355487,1.610288219,1.508677818,3.243440898,3.582219998,3.754671769,3.98238226,6.988035576,3.922402483,8.568309005,2.684327878,3.835355487,3.287576132,4.352388526,9013220.642
Eastern Sub-Saharan Africa,2013,0.16183231,0.622568251,0.109400062,3.618184904,0.502659535,3.830612827,1.611265934,1.511885221,3.245120355,3.58136873,3.753529851,3.9783934,6.969461663,3.921417867,8.548214249,2.696566181,3.830612827,3.282839066,4.346345884,9297189.362
Eastern Sub-Saharan Africa,2014,0.162234137,0.622929052,0.110943144,3.624199421,0.504314693,3.827285226,1.611974314,1.515876489,3.249862946,3.582032039,3.754485381,3.978144751,6.952133026,3.923226097,8.524605474,2.711355264,3.827285226,3.278935843,4.342285545,9588202.101
Eastern Sub-Saharan Africa,2015,0.162642767,0.62329039,0.11250556,3.630865494,0.506294029,3.824850906,1.612461436,1.523480528,3.25996011,3.585512324,3.759792415,3.980935911,6.93156708,3.928269576,8.497381067,2.729258775,3.824850906,3.274383295,4.340588468,9893401.965
Eastern Sub-Saharan Africa,2016,0.163052463,0.623640699,0.11420207,3.638079789,0.508325116,3.824075634,1.612752671,1.531557129,3.27431847,3.590163003,3.764419741,3.984955467,6.916214489,3.93529281,8.467974954,2.749967055,3.824075634,3.271345222,4.340697562,10225636.13
Eastern Sub-Saharan Africa,2017,0.163458941,0.623964919,0.11603346,3.645706069,0.510433067,3.824304901,1.61255427,1.54161777,3.292276844,3.597756074,3.768831163,3.992271742,6.900396918,3.944209832,8.436833487,2.77246993,3.824304901,3.268049597,4.34303788,10585103.89
Latin America and Caribbean,1990,0.199823316,0.925339953,0.248372435,4.248789261,0.81709407,3.055317206,2.007272334,1.123594051,2.643539861,3.407568357,3.520519355,3.595253045,5.089573086,3.478813785,5.208258417,2.613512633,3.055317206,2.323712557,3.740057687,9811597.739
Latin America and Caribbean,1991,0.200115668,0.925958345,0.248898181,4.245762177,0.819511153,3.059253579,2.003447044,1.117947297,2.63456555,3.397694434,3.510847331,3.586232581,5.107394414,3.474975318,5.255789485,2.630897107,3.059253579,2.321174964,3.74834774,10060390.28
Latin America and Caribbean,1992,0.200386778,0.926579151,0.249495609,4.244893749,0.821957242,3.06491482,2.002381645,1.115210456,2.630188212,3.390626389,3.502653047,3.580015024,5.126263469,3.474340591,5.300517268,2.650595277,3.06491482,2.320575089,3.758280377,10324296.05
Latin America and Caribbean,1993,0.200625057,0.927171096,0.250178234,4.245486007,0.823916371,3.071704765,2.003831713,1.114349724,2.629812265,3.387754724,3.495275022,3.579632872,5.145123287,3.476954353,5.340464717,2.672188034,3.071704765,2.321836778,3.768798924,10599840.57
Latin America and Caribbean,1994,0.200822212,0.92771067,0.250955226,4.247023447,0.825536167,3.078372374,2.007530767,1.114828805,2.632429586,3.387500861,3.490744256,3.579540705,5.160727091,3.48184978,5.370904437,2.694926439,3.078372374,2.32435577,3.778116353,10882694.12
Latin America and Caribbean,1995,0.20096746099999999,0.928172063,0.251691462,4.249037192,0.826621609,3.084549786,2.013307203,1.117105093,2.637652908,3.390457508,3.487644201,3.582020445,5.174088459,3.488094062,5.391833661,2.718463678,3.084549786,2.327767064,3.785860609,11171143.23
Latin America and Caribbean,1996,0.201042812,0.9284813,0.252563908,4.270179041,0.82726913,3.109976088,2.026730715,1.122754135,2.661735097,3.421928927,3.513002562,3.611172108,5.217745179,3.522912677,5.406963972,2.761242493,3.109976088,2.345574554,3.817487862,11542694.89
Latin America and Caribbean,1997,0.201061936,0.928630545,0.253715241,4.319168682,0.827522946,3.163824919,2.049188716,1.133979175,2.714992705,3.493452292,3.577013396,3.677195422,5.304991383,3.597652177,5.425274457,2.831775613,3.163824919,2.383157499,3.885842285,12038495.78
Latin America and Caribbean,1998,0.201054593,0.928675937,0.255023065,4.380536191,0.82777907,3.226835374,2.074453949,1.149132897,2.7788509,3.580873095,3.652773554,3.755024369,5.404224159,3.686242681,5.443856441,2.912284582,3.226835374,2.427028618,3.96620199,12586370.9
Latin America and Caribbean,1999,0.201052047,0.928690282,0.256219339,4.438887663,0.828243146,3.280108607,2.096230375,1.164485622,2.837331309,3.655959662,3.715760671,3.817578061,5.485993085,3.762843803,5.457363759,2.984821368,3.280108607,2.464343734,4.03396718,13108252.57
Latin America and Caribbean,2000,0.201090669,0.92875321,0.257218999,4.478862386,0.828834357,3.305099774,2.108277893,1.178543454,2.870464874,3.691548119,3.74432552,3.843639531,5.519483603,3.802489314,5.460878983,3.031400713,3.305099774,2.481387867,4.066059975,13522339.72
Latin America and Caribbean,2001,0.201188918,0.928877858,0.258150935,4.508538886,0.830946789,3.308669956,2.109105949,1.193268878,2.883558456,3.6955593,3.746485518,3.839839049,5.516811145,3.810925522,5.456870604,3.05855954,3.308669956,2.482590101,4.071518402,13852356.15
Latin America and Caribbean,2002,0.201329964,0.929043138,0.259254387,4.54249533,0.834896273,3.31018332,2.103778776,1.211788375,2.893264062,3.698341029,3.747849957,3.835235391,5.508856256,3.816776997,5.445100358,3.084629484,3.31018332,2.481957765,4.0747503,14177393.23
Latin America and Caribbean,2003,0.201498788,0.929225026,0.26044374,4.574754217,0.839412214,3.309622911,2.095826857,1.228564737,2.900827917,3.694937564,3.747818856,3.830425378,5.498259023,3.819146161,5.430474599,3.108791689,3.309622911,2.479387528,4.075772364,14494015.57
Latin America and Caribbean,2004,0.201677207,0.929387293,0.261678674,4.59919136,0.843650982,3.306415757,2.088699982,1.242879727,2.903323873,3.687554578,3.744447007,3.823170723,5.483610075,3.817708449,5.413545104,3.130098283,3.306415757,2.475446711,4.072996109,14799764.33
Latin America and Caribbean,2005,0.201840981,0.929472117,0.262919321,4.609743379,0.846626224,3.300659792,2.085886464,1.250529036,2.901319204,3.676221231,3.738796005,3.815271633,5.467043746,3.81288015,5.396825,3.14830899,3.300659792,2.470166333,4.066537908,15094685.03
Latin America and Caribbean,2006,0.202080555,0.929651858,0.264436388,4.608348931,0.84977339,3.271303959,2.089135358,1.251292171,2.874300903,3.631155764,3.700127963,3.776809752,5.417598138,3.774584248,5.369243494,3.143187669,3.271303959,2.454878298,4.023846049,15275899.02
Latin America and Caribbean,2007,0.202453108,0.930066083,0.266743625,4.602558755,0.854644886,3.211395724,2.096133281,1.248684066,2.818391537,3.541628372,3.617716918,3.697082822,5.320967841,3.693387351,5.322418434,3.107406877,3.211395724,2.426827048,3.934103006,15299569.16
Latin America and Caribbean,2008,0.202880212,0.930579918,0.26930642,4.594548184,0.860045522,3.139063423,2.104358894,1.246118741,2.753315095,3.436027238,3.518036831,3.599506538,5.203616154,3.595345829,5.265713858,3.058306822,3.139063423,2.393654159,3.825219708,15248801.19
Latin America and Caribbean,2009,0.203275116,0.931014719,0.271855783,4.586316488,0.864849639,3.072672927,2.111223501,1.242750481,2.696092396,3.33813839,3.426145847,3.509130001,5.095588963,3.505830857,5.21359862,3.013699945,3.072672927,2.362577605,3.725877465,15215006.4
Latin America and Caribbean,2010,0.203554325,0.931202507,0.273947314,4.579832452,0.868346379,3.031652424,2.114192926,1.244018232,2.665210609,3.276806593,3.368363446,3.454126436,5.025934887,3.45207595,5.174688871,2.993367002,3.031652424,2.34171724,3.665971354,15301519.56
Latin America and Caribbean,2011,0.203750618,0.931169631,0.275735579,4.571860208,0.870368209,3.010447237,2.113960003,1.249690182,2.653505173,3.243775135,3.33763918,3.426962716,4.986415511,3.42615928,5.145854901,2.992267166,3.010447237,2.329494114,3.636327017,15490390.65
Latin America and Caribbean,2012,0.203958013,0.931099343,0.277683662,4.558662988,0.872570744,2.992029588,2.112905991,1.261910295,2.646888952,3.214570787,3.310286611,3.401835067,4.949902986,3.403559101,5.117059106,2.993037313,2.992029588,2.319125289,3.610497431,15694389.64
Latin America and Caribbean,2013,0.204178426,0.931003419,0.279663548,4.541011769,0.874952941,2.97630347,2.111086495,1.279526521,2.642408103,3.191232565,3.286720591,3.380171245,4.916137933,3.384181901,5.088241087,2.995595193,2.97630347,2.311052644,3.587797102,15909982.95
